index,ID,STATION_NAME,PROV_TERR,REGIONAL_OFFICE_ID,HYD_STATUS,LATITUDE,LONGITUDE,DRAINAGE_AREA_GROSS_KM2,PROV_TERR_ID
18,01AL004,NARROWS MOUNTAIN BROOK NEAR NARROWS MOUNTAIN,NB,7,A,46.27716827392578,-67.02139282226562,3.890000104904175,NB01AL004
19,01AM001,NORTH BRANCH OROMOCTO RIVER AT TRACY,NB,7,A,45.67377853393555,-66.68289184570312,557.0,NB01AM001
20,01AN002,SALMON RIVER AT CASTAWAY,NB,7,A,46.29072189331055,-65.72274780273438,1050.0,NB01AN002
21,01AO002,SAINT JOHN RIVER AT MAUGERVILLE,NB,7,A,45.86647033691406,-66.45317077636719,,NB01AO002
22,01AO003,GRAND LAKE AT NEWCASTLE CREEK,NB,7,A,46.056400299072266,-66.00569915771484,,NB01AO003
23,01AO004,JEMSEG RIVER AT JEMSEG,NB,7,A,45.82891845703125,-66.11541748046875,,NB01AO004
24,01AO010,FRENCH LAKE AT LAKEVILLE CORNER,NB,7,A,45.90882873535156,-66.25643920898438,,NB01AO010
25,01AO011,SAINT JOHN RIVER AT UPPER GAGETOWN,NB,7,A,45.84725189208984,-66.23486328125,,NB01AO011
26,01AO012,SAINT JOHN RIVER AT GAGETOWN,NB,7,A,45.76866912841797,-66.1403579711914,,NB01AO012
27,01AP002,CANAAN RIVER AT EAST CANAAN,NB,7,A,46.07236099243164,-65.36638641357422,668.0,NB01AP002
28,01AP003,SAINT JOHN RIVER AT OAK POINT,NB,7,A,45.5194206237793,-66.07660675048828,,NB01AP003
29,01AP004,KENNEBECASIS RIVER AT APOHAQUI,NB,7,A,45.70138931274414,-65.60169219970703,1100.0,NB01AP004
30,01AP005,SAINT JOHN RIVER AT SAINT JOHN,NB,7,A,45.27339172363281,-66.0888900756836,,NB01AP005
31,01AP006,NEREPIS RIVER NEAR FOWLERS CORNER,NB,7,A,45.5034408569336,-66.3189697265625,293.0,NB01AP006
32,01AQ001,LEPREAU RIVER AT LEPREAU,NB,7,A,45.16978073120117,-66.46827697753906,239.0,NB01AQ001
33,01AQ002,MAGAGUADAVIC RIVER AT ELMCROFT,NB,7,A,45.27333068847656,-66.80667114257812,1420.0,NB01AQ002
34,01AQ007,MAGAGUADAVIC LAKE NEAR UPPER MAGAGUADAVIC,NB,7,A,45.7197494506836,-67.18356323242188,,NB01AQ007
35,01AR004,ST. CROIX RIVER AT VANCEBORO,ME,7,A,45.56888961791992,-67.42971801757812,1080.0,ME01AR004
36,01AR005,ST. CROIX RIVER AT BARING,ME,7,A,45.13666915893555,-67.31806182861328,3550.0,ME01AR005
37,01AR006,DENNIS STREAM NEAR ST. STEPHEN,NB,7,A,45.20903015136719,-67.26215362548828,115.0,NB01AR006
38,01AR009,GRAND LAKE AT FOREST CITY,ME,7,A,45.66489028930664,-67.73589324951172,,ME01AR009
39,01AR010,SPEDNIC LAKE AT ST. CROIX,NB,7,A,45.56922149658203,-67.42725372314453,,NB01AR010
40,01AR011,FOREST CITY STREAM BELOW FOREST CITY DAM,ME,7,A,45.66416931152344,-67.73355865478516,357.0,ME01AR011
41,01AR013,GRAND FALLS FLOWAGE AT GRAND FALLS,ME,7,A,45.274322509765625,-67.4796371459961,,ME01AR013
42,01AR014,ST. CROIX RIVER AT MILLTOWN DAM,NB,7,A,45.17522048950195,-67.29290008544922,,NB01AR014
43,01BC001,RESTIGOUCHE RIVER BELOW KEDGWICK RIVER,NB,7,A,47.66707992553711,-67.48307800292969,3160.0,NB01BC001
44,01BD008,MATAPEDIA (RIVIERE) PRES DE AMQUI,QC,6,A,48.49166870117188,-67.44999694824219,558.0,QC01BD008
45,01BD009,MATAPEDIA (RIVIERE) A 4 KM EN AMONT DE L'ASSEMETQUAGAN,QC,6,A,48.1078987121582,-67.13020324707031,2756.0,QC01BD009
46,01BE001,UPSALQUITCH RIVER AT UPSALQUITCH,NB,7,A,47.83246994018555,-66.88707733154297,2270.0,NB01BE001
47,01BF004,"NOUVELLE (RIVIÈRE) A 0,2 KM EN AMONT DU PONT-ROUTE 132 A NOUVELLE",QC,6,A,48.15879821777344,-66.34880065917969,1139.0,QC01BF004
48,01BG005,CASCAPEDIA (RIVIERE) EN AVAL DU RUISSEAU BERRY,QC,6,A,48.62833023071289,-66.16806030273438,1680.0,QC01BG005
49,01BG008,CASCAPEDIA (PETITE RIVIERE) A SAINT-EDGAR,QC,6,A,48.23083114624024,-65.73500061035156,1340.0,QC01BG008
50,01BG009,BONAVENTURE (RIVIERE) EN AMONT DU RUISSEAU CREUX,QC,6,A,48.18611145019531,-65.55860900878906,1910.0,QC01BG009
51,01BH005,DARTMOUTH (RIVIERE) EN AMONT DU RUISSEAU DU PAS DE DAME,QC,6,A,48.97972106933594,-64.6986083984375,645.0,QC01BH005
52,01BH010,"YORK (RIVIERE) À 1,4 KM EN AVAL DU RUISSEAU DINNER ISLAND",QC,6,A,48.806671142578125,-64.92111206054688,659.0,QC01BH010
53,01BJ003,JACQUET RIVER NEAR DURHAM CENTRE,NB,7,A,47.8938102722168,-66.02522277832031,510.0,NB01BJ003
54,01BJ007,RESTIGOUCHE RIVER ABOVE RAFTING GROUND BROOK,NB,7,A,47.908668518066406,-66.94805908203125,7740.0,NB01BJ007
55,01BJ010,MIDDLE RIVER NEAR BATHURST,NB,7,A,47.60839080810547,-65.72180938720703,217.0,NB01BJ010
56,01BJ012,EEL RIVER NEAR DUNDEE,NB,7,A,47.98788833618164,-66.49060821533203,43.20000076293945,NB01BJ012
57,01BL002,RIVIERE CARAQUET AT BURNSVILLE,NB,7,A,47.70560836791992,-65.15538787841797,173.0,NB01BL002
58,01BL003,BIG TRACADIE RIVER AT MURCHY BRIDGE CROSSING,NB,7,A,47.4357795715332,-65.1060562133789,383.0,NB01BL003
59,01BO001,SOUTHWEST MIRAMICHI RIVER AT BLACKVILLE,NB,7,A,46.73600006103516,-65.82560729980469,5050.0,NB01BO001
60,01BP001,LITTLE SOUTHWEST MIRAMICHI RIVER AT LYTTLETON,NB,7,A,46.93597030639648,-65.90738677978516,1340.0,NB01BP001
61,01BP002,CATAMARAN BROOK AT REPAP ROAD BRIDGE,NB,7,A,46.85655975341797,-66.19010925292969,28.700000762939453,NB01BP002
62,01BQ001,NORTHWEST MIRAMICHI RIVER AT TROUT BROOK,NB,7,A,47.0947494506836,-65.83650207519531,948.0,NB01BQ001
63,01BS001,COAL BRANCH RIVER AT BEERSVILLE,NB,7,A,46.443939208984375,-65.06494140625,166.0,NB01BS001
64,01BU002,PETITCODIAC RIVER NEAR PETITCODIAC,NB,7,A,45.946388244628906,-65.1681900024414,391.0,NB01BU002
65,01BU009,HOLMES BROOK SITE NO. 9 NEAR PETITCODIAC,NB,7,A,45.88785934448242,-65.14678192138672,6.199999809265137,NB01BU009
66,01BV004,BLACK RIVER AT GARNET SETTLEMENT,NB,7,A,45.30657958984375,-65.8492202758789,40.400001525878906,NB01BV004
67,01BV006,POINT WOLFE RIVER AT FUNDY NATIONAL PARK,NB,7,A,45.55855941772461,-65.0159683227539,130.0,NB01BV006
68,01CA003,CARRUTHERS BROOK NEAR ST. ANTHONY,PE,7,A,46.74411010742188,-64.18699645996094,46.79999923706055,PE01CA003
69,01CB002,DUNK RIVER AT WALL ROAD,PE,7,A,46.34585952758789,-63.633331298828125,114.0,PE01CB002
70,01CB004,WILMOT RIVER NEAR WILMOT VALLEY,PE,7,A,46.393310546875,-63.65938949584961,45.400001525878906,PE01CB004
71,01CB018,BARBARA WEIT STREAM AT CAVENDISH FARM,PE,7,A,46.4275016784668,-63.680419921875,11.600000381469728,PE01CB018
72,01CC002,WINTER RIVER NEAR SUFFOLK,PE,7,A,46.332061767578125,-63.06547164916992,37.5,PE01CC002
73,01CC005,WEST RIVER AT RIVERDALE,PE,7,A,46.23139190673828,-63.35108184814453,70.0999984741211,PE01CC005
74,01CC010,WINTER RIVER AT UNION,PE,7,A,46.31481170654297,-63.12335968017578,16.799999237060547,PE01CC010
75,01CC011,COLES CREEK AT MILTONVALE PUMPING STATION,PE,7,A,46.31024932861328,-63.19488906860352,6.909999847412109,PE01CC011
76,01CD005,BEAR RIVER AT ST. MARGARETS,PE,7,A,46.45314025878906,-62.38233184814453,14.800000190734863,PE01CD005
77,01DC005,ANNAPOLIS RIVER AT WILMOT,NS,7,A,44.94918823242188,-65.02938842773438,546.0,NS01DC005
78,01DC007,ANNAPOLIS RIVER AT LAWRENCETOWN,NS,7,A,44.88082885742188,-65.15792083740234,1020.0,NS01DC007
79,01DD002,CORNWALLIS RIVER AT CAMBRIDGE STATION,NS,7,A,45.06478118896485,-64.63533020019531,90.8000030517578,NS01DD002
80,01DD005,NORTH BROOK AT SHEFFIELD MILLS,NS,7,A,45.15055847167969,-64.4749984741211,15.699999809265137,NS01DD005
81,01DG003,BEAVERBANK RIVER NEAR KINSAC,NS,7,A,44.85110855102539,-63.66389083862305,96.9000015258789,NS01DG003
82,01DG043,ST ANDREWS RIVER AT STEWIACKE,NS,7,A,45.12055969238281,-63.34278106689453,98.1999969482422,NS01DG043
83,01DH002,SALMON RIVER AT MURRAY,NS,7,A,45.369171142578125,-63.21543884277344,363.0,NS01DH002
84,01DH004,NORTH RIVER AT NORTH RIVER,NS,7,A,45.425559997558594,-63.25471878051758,202.0,NS01DH004
85,01DH006,MCCLURES BROOK AT COBEQUID TRAIL,NS,7,A,45.358829498291016,-63.29589080810547,41.09999847412109,NS01DH006
86,01DJ005,GREAT VILLAGE RIVER NEAR SCRABBLE HILL,NS,7,A,45.4382209777832,-63.59799957275391,89.0,NS01DJ005
87,01DL001,KELLEY RIVER (MILL CREEK) AT EIGHT MILE FORD,NS,7,A,45.58681106567383,-64.45069122314453,63.20000076293945,NS01DL001
88,01DP004,MIDDLE RIVER OF PICTOU AT ROCKLIN,NS,7,A,45.49739074707031,-62.78018951416016,92.1999969482422,NS01DP004
89,01DR001,SOUTH RIVER AT ST. ANDREWS,NS,7,A,45.55971908569336,-61.90364074707031,177.0,NS01DR001
90,01EA003,TUSKET RIVER AT WILSON'S BRIDGE,NS,7,A,43.92480850219727,-65.8685302734375,1070.0,NS01EA003
91,01EC001,ROSEWAY RIVER AT LOWER OHIO,NS,7,A,43.83736038208008,-65.36911010742188,495.0,NS01EC001
92,01ED005,MERSEY RIVER BELOW GEORGE LAKE,NS,7,A,44.3331413269043,-65.205078125,723.0,NS01ED005
93,01ED007,MERSEY RIVER BELOW MILL FALLS,NS,7,A,44.4367790222168,-65.22186279296875,295.0,NS01ED007
94,01ED013,SHELBURNE RIVER AT POLLARD'S FALLS BRIDGE,NS,7,A,44.21541976928711,-65.24141693115234,268.0,NS01ED013
95,01EE005,MOOSE PIT BROOK AT TUPPER LAKE,NS,7,A,44.46183013916016,-65.04778289794922,17.700000762939453,NS01EE005
96,01EF001,LAHAVE RIVER AT WEST NORTHFIELD,NS,7,A,44.44744110107422,-64.5911865234375,1250.0,NS01EF001
97,01EJ001,SACKVILLE RIVER AT BEDFORD,NS,7,A,44.73152923583984,-63.660438537597656,146.0,NS01EJ001
98,01EJ004,LITTLE SACKVILLE RIVER AT MIDDLE SACKVILLE,NS,7,A,44.76446914672852,-63.6875,13.100000381469728,NS01EJ004
99,01EO001,ST. MARYS RIVER AT STILLWATER,NS,7,A,45.17438888549805,-61.97991943359375,1350.0,NS01EO001
100,01FA001,RIVER INHABITANTS AT GLENORA,NS,7,A,45.72024917602539,-61.286109924316406,193.0,NS01FA001
101,01FB001,NORTHEAST MARGAREE RIVER AT MARGAREE VALLEY,NS,7,A,46.36896896362305,-60.97528076171875,368.0,NS01FB001
102,01FB003,SOUTHWEST MARGAREE RIVER NEAR UPPER MARGAREE,NS,7,A,46.22311019897461,-61.13692092895508,357.0,NS01FB003
103,01FC002,CHETICAMP RIVER ABOVE ROBERT BROOK,NS,7,A,46.641578674316406,-60.94610977172852,190.0,NS01FC002
104,01FE002,INDIAN BROOK AT INDIAN BROOK,NS,7,A,46.37171936035156,-60.53369140625,125.0,NS01FE002
105,01FF001,MIDDLE RIVER AT MACLENNANS CROSS,NS,7,A,46.18999862670898,-60.94181060791016,123.0,NS01FF001
106,01FG001,RIVER DENYS AT BIG MARSH,NS,7,A,45.8936882019043,-61.20475006103516,16.700000762939453,NS01FG001
107,01FJ002,MACASKILLS BROOK NEAR BIRCH GROVE,NS,7,A,46.11788940429688,-60.004669189453125,17.200000762939453,NS01FJ002
108,02AB006,KAMINISTIQUIA RIVER AT KAMINISTIQUIA,ON,5,A,48.53231048583984,-89.59500122070312,6470.0,ON02AB006
109,02AB008,NEEBING RIVER NEAR THUNDER BAY,ON,5,A,48.38338851928711,-89.30655670166016,187.0,ON02AB008
110,02AB014,NORTH CURRENT RIVER NEAR THUNDER BAY,ON,5,A,48.519561767578125,-89.17503356933594,105.0,ON02AB014
111,02AB017,WHITEFISH RIVER AT NOLALU,ON,5,A,48.292110443115234,-89.80986022949219,226.0,ON02AB017
112,02AB018,LAKE SUPERIOR AT THUNDER BAY,ON,5,A,48.40967178344727,-89.2173080444336,,ON02AB018
113,02AB019,MCVICAR CREEK AT THUNDER BAY,ON,5,A,48.44919967651367,-89.21861267089844,45.59999847412109,ON02AB019
114,02AB020,MCINTYRE RIVER ABOVE THUNDER BAY,ON,5,A,48.482688903808594,-89.32463836669922,83.0999984741211,ON02AB020
115,02AB021,CURRENT RIVER AT STEPSTONE,ON,5,A,48.56243896484375,-89.24066925048828,407.0,ON02AB021
116,02AB022,CORBETT CREEK NEAR MURILLO,ON,5,A,48.428619384765625,-89.5456314086914,42.59999847412109,ON02AB022
117,02AB023,SLATE RIVER NEAR THUNDER BAY,ON,5,A,48.32575988769531,-89.40421295166016,181.0,ON02AB023
118,02AB024,NEEBING RIVER NEAR INTOLA,ON,5,A,48.44281005859375,-89.35775756835938,54.20000076293945,ON02AB024
119,02AB025,KAMINISTIQUIA RIVER AT WEST FORT WILLIAM,ON,5,A,48.34785842895508,-89.35327911376953,7740.0,ON02AB025
120,02AB026,KAMINISTIQUIA RIVER ABOVE WEST FORT WILLIAM,ON,5,A,48.34611129760742,-89.38619232177734,8100.0,ON02AB026
121,02AB027,WHITEFISH RIVER NEAR STANLEY,ON,5,A,48.35929870605469,-89.60352325439453,581.0,ON02AB027
122,02AC001,WOLF RIVER AT HIGHWAY NO. 17,ON,5,A,48.82168960571289,-88.53460693359375,726.0,ON02AC001
123,02AC002,BLACK STURGEON RIVER AT HIGHWAY NO. 17,ON,5,A,48.90422058105469,-88.37686157226562,2980.0,ON02AC002
124,02AD010,BLACKWATER RIVER AT BEARDMORE,ON,5,A,49.59761047363281,-87.96543884277344,652.0,ON02AD010
125,02AD012,NIPIGON RIVER BELOW ALEXANDER GENERATING STATION,ON,5,A,49.12269973754883,-88.35787200927734,24700.0,ON02AD012
126,02AE001,GRAVEL RIVER NEAR CAVERS,ON,5,A,48.92599868774414,-87.69019317626953,608.0,ON02AE001
127,02BA003,LITTLE PIC RIVER NEAR COLDWELL,ON,5,A,48.8491096496582,-86.60722351074219,1320.0,ON02BA003
128,02BA004,LAKE SUPERIOR AT ROSSPORT,ON,5,A,48.83372116088867,-87.51956176757812,,ON02BA004
129,02BA005,WHITESAND RIVER ABOVE SCHREIBER AT MINOVA MINE,ON,5,A,48.97811126708984,-87.37677764892578,10.800000190734863,ON02BA005
130,02BA006,STEEL RIVER BELOW SANTOY LAKE,ON,5,A,48.8137092590332,-86.85933685302734,1190.0,ON02BA006
131,02BB003,PIC RIVER NEAR MARATHON,ON,5,A,48.77407836914063,-86.2966079711914,4220.0,ON02BB003
132,02BB004,CEDAR CREEK NEAR HEMLO,ON,5,A,48.70542144775391,-85.90794372558594,210.0,ON02BB004
133,02BC006,PUKASKWA RIVER BELOW FOX RIVER,ON,5,A,48.1603889465332,-85.73091888427734,407.0,ON02BC006
134,02BC007,WHITE LAKE AT WHITE LAKE PROVINCIAL PARK,ON,5,A,48.69289016723633,-85.64214324951172,,ON02BC007
135,02BC008,WHITE RIVER ABOVE OSKABUKUTA RIVER,ON,5,A,48.58782958984375,-85.89128112792969,4210.0,ON02BC008
136,02BD002,MICHIPICOTEN RIVER AT SCOTT FALLS,ON,5,A,47.910831451416016,-84.74333190917969,5310.0,ON02BD002
137,02BD004,LAKE SUPERIOR AT MICHIPICOTEN HARBOUR,ON,5,A,47.96168899536133,-84.89827728271484,,ON02BD004
138,02BD005,MAGPIE RIVER AT ESNAGI LAKE,ON,5,A,48.48043823242188,-84.5326919555664,702.0,ON02BD005
139,02BD006,WAWA CREEK AT WAWA,ON,5,A,47.9893913269043,-84.76811218261719,31.399999618530277,ON02BD006
140,02BE002,MONTREAL RIVER NEAR MONTREAL RIVER HARBOUR,ON,5,A,47.2138900756836,-84.61943817138672,2880.0,ON02BE002
141,02BF001,BATCHAWANA RIVER NEAR BATCHAWANA,ON,5,A,47.0035285949707,-84.51555633544922,1230.0,ON02BF001
142,02BF002,GOULAIS RIVER NEAR SEARCHMONT,ON,5,A,46.860939025878906,-83.97180938720703,1140.0,ON02BF002
143,02BF004,BIG CARP RIVER NEAR SAULT STE. MARIE,ON,5,A,46.51588821411133,-84.46517944335938,51.0,ON02BF004
144,02BF010,LAKE SUPERIOR AT GROS CAP,ON,5,A,46.52914047241211,-84.5862808227539,,ON02BF010
145,02BF011,ST. MARYS RIVER AT SAULT STE. MARIE (ABOVE),ON,5,A,46.51247024536133,-84.3673324584961,,ON02BF011
146,02BF014,GOULAIS RIVER NEAR KIRBY'S CORNER,ON,5,A,46.71738815307617,-84.28478240966797,1830.0,ON02BF014
147,02CA002,ROOT RIVER AT SAULT STE. MARIE,ON,5,A,46.56285858154297,-84.28169250488281,109.0,ON02CA002
148,02CA003,ST. MARYS RIVER NEAR GARDEN RIVER,ON,5,A,46.5325813293457,-84.1312484741211,,ON02CA003
149,02CA005,ST. MARYS RIVER AT SAULT STE. MARIE (BELOW),ON,5,A,46.51128005981445,-84.34322357177734,,ON02CA005
150,02CA006,LAKE HURON AT THESSALON,ON,5,A,46.25400161743164,-83.55106353759766,,ON02CA006
151,02CA007,THESSALON RIVER NEAR POPLAR DALE,ON,5,A,46.53047180175781,-83.70960998535156,272.0,ON02CA007
152,02CB003,AUBINADONG RIVER ABOVE SESABIC CREEK,ON,5,A,46.96841812133789,-83.41686248779297,1450.0,ON02CB003
153,02CC005,LITTLE WHITE RIVER NEAR BELLINGHAM,ON,5,A,46.393951416015625,-83.2829818725586,1970.0,ON02CC005
154,02CC008,MISSISSAGI RIVER AT MISSISSAGI CHUTE,ON,5,A,46.201358795166016,-83.025390625,9260.0,ON02CC008
155,02CC010,LITTLE WHITE RIVER BELOW BOLAND RIVER,ON,5,A,46.58113861083984,-82.96800231933594,1210.0,ON02CC010
156,02CD001,SERPENT RIVER AT HIGHWAY NO. 17,ON,5,A,46.21078109741211,-82.51242065429688,1350.0,ON02CD001
157,02CD006,SERPENT RIVER ABOVE QUIRKE LAKE,ON,5,A,46.51158142089844,-82.60028076171875,157.0,ON02CD006
158,02CE002,AUX SABLES RIVER AT MASSEY,ON,5,A,46.21493911743164,-82.07080841064453,1340.0,ON02CE002
159,02CE007,MINISTIC CREEK ABOVE AGNEW LAKE,ON,5,A,46.429569244384766,-81.60032653808594,40.59999847412109,ON02CE007
160,02CF005,JUNCTION CREEK AT SUDBURY,ON,5,A,46.47872161865234,-81.01042175292969,87.0,ON02CF005
161,02CF007,WHITSON RIVER AT CHELMSFORD,ON,5,A,46.58335876464844,-81.19911193847656,277.0,ON02CF007
162,02CF008,WHITSON RIVER AT VAL CARON,ON,5,A,46.61016845703125,-81.03296661376953,179.0,ON02CF008
163,02CF010,ONAPING RIVER NEAR LEVACK,ON,5,A,46.5994987487793,-81.38197326660156,1650.0,ON02CF010
164,02CF011,VERMILION RIVER NEAR VAL CARON,ON,5,A,46.68544006347656,-81.00924682617188,680.0,ON02CF011
165,02CF012,JUNCTION CREEK BELOW KELLEY LAKE,ON,5,A,46.42731094360352,-81.09844207763672,199.0,ON02CF012
166,02CF013,MOOSE CREEK AT LEVACK,ON,5,A,46.63594055175781,-81.39147186279297,40.59999847412109,ON02CF013
167,02CF014,VERMILION RIVER NEAR MILNET,ON,5,A,46.81943893432617,-80.95713806152344,541.0,ON02CF014
168,02CG002,LAKE HURON AT LITTLE CURRENT,ON,5,A,45.98052978515625,-81.92436218261719,,ON02CG002
169,02CG003,BLUE JAY CREEK NEAR TEHKUMMAH,ON,5,A,45.65169143676758,-81.98661041259766,17.899999618530273,ON02CG003
170,02CG005,MINDEMOYA LAKE AT MINDEMOYA,ON,5,A,45.7498893737793,-82.18489074707031,157.0,ON02CG005
171,02CH001,FROOD LAKE NEAR WHITEFISH FALLS,ON,5,A,46.11861038208008,-81.7283935546875,930.0,ON02CH001
172,02CH002,PANACHE LAKE AT JACKSON'S POINT,ON,5,A,46.27357864379883,-81.3445816040039,624.0,ON02CH002
173,02DB005,WANAPITEI RIVER NEAR WANUP,ON,5,A,46.34566879272461,-80.83956146240234,3150.0,ON02DB005
174,02DB007,CONISTON CREEK ABOVE WANAPITEI RIVER,ON,5,A,46.47528076171875,-80.821533203125,59.0,ON02DB007
175,02DC004,STURGEON RIVER NEAR GLEN AFTON,ON,5,A,46.637168884277344,-80.26325225830078,3010.0,ON02DC004
176,02DC012,STURGEON RIVER AT UPPER GOOSE FALLS,ON,5,A,46.97024917602539,-80.45877838134766,1200.0,ON02DC012
177,02DC013,LITTLE STURGEON RIVER BELOW BOOTH LAKE,ON,5,A,46.42760848999024,-79.66203308105469,164.0,ON02DC013
178,02DD006,LAKE NIPISSING AT NORTH BAY,ON,5,A,46.31182861328125,-79.47380828857422,,ON02DD006
179,02DD010,FRENCH RIVER AT DRY PINE BAY,ON,5,A,46.068580627441406,-80.61164093017578,13900.0,ON02DD010
180,02DD012,VEUVE RIVER NEAR VERNER,ON,5,A,46.4081916809082,-80.12281036376953,741.0,ON02DD012
181,02DD013,LA VASE RIVER AT NORTH BAY,ON,5,A,46.2634391784668,-79.39511108398438,68.5999984741211,ON02DD013
182,02DD014,CHIPPEWA CREEK AT NORTH BAY,ON,5,A,46.3117790222168,-79.44835662841797,35.599998474121094,ON02DD014
183,02DD015,COMMANDA CREEK NEAR COMMANDA,ON,5,A,45.94918823242188,-79.60658264160156,104.0,ON02DD015
184,02DD016,FRENCH RIVER AT PORTAGE DAM,ON,5,A,46.12049865722656,-80.01808166503906,,ON02DD016
185,02DD017,FRENCH RIVER AT CHAUDIERE DAM,ON,5,A,46.12083053588867,-80.02749633789062,,ON02DD017
186,02DD020,LITTLE FRENCH RIVER AT OKIKENDAWT ISLAND,ON,5,A,46.123138427734375,-80.07910919189453,,ON02DD020
187,02DD021,LAKE NIPISSING AT FRENCH RIVER OUTLET,ON,5,A,46.12553024291992,-80.0123062133789,,ON02DD021
188,02DD022,DOLLARS LAKE BELOW S NARROWS,ON,5,A,45.92039108276367,-80.24175262451172,,ON02DD022
189,02DD023,FOREST LAKE AT SOUTH RIVER,ON,5,A,45.839691162109375,-79.35691833496094,,ON02DD023
190,02DD024,WASI RIVER NEAR ASTORVILLE,ON,5,A,46.17842102050781,-79.30989074707031,301.0,ON02DD024
191,02DD025,FRENCH RIVER AT HARTLEY BAY,ON,5,A,46.03522109985352,-80.7601089477539,1.5499999523162842,ON02DD025
192,02DD026,FRENCH RIVER AT WOLSELEY BAY,ON,5,A,46.10572052001953,-80.2652816772461,199.0,ON02DD026
193,02EA005,NORTH MAGNETAWAN RIVER NEAR BURK'S FALLS,ON,5,A,45.669471740722656,-79.37918853759766,329.0,ON02EA005
194,02EA010,NORTH MAGNETAWAN RIVER ABOVE PICKEREL LAKE,ON,5,A,45.70376968383789,-79.30879211425781,155.0,ON02EA010
195,02EA011,MAGNETAWAN RIVER NEAR BRITT,ON,5,A,45.7730598449707,-80.48233032226562,2840.0,ON02EA011
196,02EA014,LAKE HURON AT PARRY SOUND,ON,5,A,45.33855819702149,-80.03578186035156,,ON02EA014
197,02EA015,CECEBE LAKE AT MAGNETAWAN,ON,5,A,45.66497039794922,-79.6409683227539,,ON02EA015
198,02EA016,DOE LAKE NEAR KATRINE,ON,5,A,45.57194900512695,-79.36685180664062,,ON02EA016
199,02EA018,MAGNETAWAN RIVER NEAR EMSDALE,ON,5,A,45.55670166015625,-79.28797912597656,403.0,ON02EA018
200,02EA019,AHMIC LAKE NEAR AHMIC HARBOUR,ON,5,A,45.669071197509766,-79.74520874023438,,ON02EA019
201,02EA020,BERNARD LAKE AT SUNDRIDGE,ON,5,A,45.71799850463867,-79.41732788085938,,ON02EA020
202,02EA021,SHAWANAGA RIVER BELOW SHAWANAGA LAKE,ON,5,A,45.55894088745117,-80.03797149658203,70.4000015258789,ON02EA021
203,02EB004,NORTH BRANCH MUSKOKA RIVER AT PORT SYDNEY,ON,5,A,45.21286010742188,-79.27528381347656,1410.0,ON02EB004
204,02EB006,MUSKOKA RIVER BELOW BALA,ON,5,A,45.022499084472656,-79.67832946777344,4770.0,ON02EB006
